user_id,signup_day,subscription_tier,device,acquisition_channel,signup_cohort_month
4688,90,Ad-Supported,Web,Organic,3
4689,55,Premium,Web,Paid-Social,1
4690,132,Ad-Supported,Mobile,Telco-Bundle,4
4691,261,Premium,Tablet,Paid-Social,8
4692,188,Premium,Mobile,Organic,6
4693,169,Premium,Mobile,Organic,5
4694,192,Ad-Supported,Web,Telco-Bundle,6
4695,389,Ad-Supported,Mobile,Paid-Social,12
4696,399,Ad-Supported,Web,Telco-Bundle,13
4697,65,Ad-Supported,Mobile,Paid-Social,2
4698,46,Ad-Supported,Mobile,Telco-Bundle,1
4699,98,Ad-Supported,Mobile,Telco-Bundle,3
4700,340,Ad-Supported,CTV,Organic,11
4701,184,Ad-Supported,Web,Paid-Social,6
4702,345,Premium,Mobile,Paid-Social,11
4703,259,Premium,Mobile,Organic,8
4704,221,Ad-Supported,Mobile,Telco-Bundle,7
4705,113,Premium,Mobile,Organic,3
4706,138,Ad-Supported,CTV,Organic,4
4707,59,Ad-Supported,CTV,Telco-Bundle,1
4708,208,Premium,Mobile,Telco-Bundle,6
4709,112,Ad-Supported,Mobile,Organic,3
4710,117,Ad-Supported,CTV,Telco-Bundle,3
4711,16,Ad-Supported,Mobile,Organic,0
4712,319,Ad-Supported,Mobile,Telco-Bundle,10
4713,375,Premium,CTV,Paid-Social,12
4714,199,Ad-Supported,Mobile,Telco-Bundle,6
4715,214,Ad-Supported,Mobile,Paid-Social,7
4716,370,Ad-Supported,Mobile,Paid-Social,12
4717,205,Ad-Supported,Web,Telco-Bundle,6
4718,249,Ad-Supported,Mobile,Organic,8
4719,171,Premium,Web,Organic,5
4720,206,Premium,Mobile,Paid-Social,6
4721,209,Ad-Supported,Mobile,Paid-Social,6
4722,284,Premium,Web,Organic,9
4723,242,Ad-Supported,Mobile,Paid-Social,8
4724,202,Ad-Supported,Mobile,Paid-Social,6
4725,31,Ad-Supported,Mobile,Telco-Bundle,1
4726,361,Ad-Supported,CTV,Referral,12
4727,355,Premium,Mobile,Paid-Social,11
4728,74,Premium,Web,Paid-Social,2
4729,118,Ad-Supported,Mobile,Paid-Social,3
4730,389,Ad-Supported,Mobile,Organic,12
4731,129,Ad-Supported,Mobile,Telco-Bundle,4
4732,325,Ad-Supported,Mobile,Telco-Bundle,10
4733,314,Ad-Supported,Web,Telco-Bundle,10
4734,344,Premium,Mobile,Referral,11
4735,7,Premium,Web,Paid-Social,0
4736,193,Premium,Mobile,Telco-Bundle,6
4737,226,Ad-Supported,CTV,Organic,7
4738,335,Ad-Supported,Mobile,Referral,11
4739,90,Ad-Supported,Web,Paid-Social,3
4740,123,Premium,Mobile,Organic,4
4741,72,Ad-Supported,CTV,Telco-Bundle,2
4742,305,Ad-Supported,Web,Paid-Social,10
4743,399,Ad-Supported,CTV,Referral,13
4744,57,Premium,Mobile,Telco-Bundle,1
4745,94,Premium,Web,Telco-Bundle,3
4746,123,Premium,Mobile,Paid-Social,4
4747,355,Ad-Supported,Mobile,Paid-Social,11
4748,178,Premium,Mobile,Telco-Bundle,5
4749,113,Ad-Supported,Web,Organic,3
4750,129,Ad-Supported,Mobile,Organic,4
4751,239,Ad-Supported,Web,Referral,7
4752,155,Ad-Supported,CTV,Referral,5
4753,57,Ad-Supported,Mobile,Referral,1
4754,328,Premium,Mobile,Organic,10
4755,169,Ad-Supported,CTV,Organic,5
4756,103,Ad-Supported,Mobile,Referral,3
4757,291,Premium,Mobile,Organic,9
4758,298,Premium,Mobile,Paid-Social,9
4759,62,Ad-Supported,Web,Organic,2
4760,30,Ad-Supported,Mobile,Telco-Bundle,1
4761,19,Ad-Supported,Mobile,Paid-Social,0
4762,306,Ad-Supported,Mobile,Organic,10
4763,250,Premium,Mobile,Paid-Social,8
4764,317,Ad-Supported,Tablet,Organic,10
4765,250,Ad-Supported,CTV,Telco-Bundle,8
4766,161,Ad-Supported,CTV,Telco-Bundle,5
4767,236,Ad-Supported,Web,Telco-Bundle,7
4768,289,Ad-Supported,Mobile,Paid-Social,9
4769,160,Premium,Web,Organic,5
4770,366,Ad-Supported,Tablet,Organic,12
4771,359,Premium,CTV,Referral,11
4772,320,Ad-Supported,CTV,Paid-Social,10
4773,396,Premium,Mobile,Paid-Social,13
4774,156,Ad-Supported,Web,Paid-Social,5
4775,46,Ad-Supported,Mobile,Referral,1
4776,194,Ad-Supported,CTV,Telco-Bundle,6
4777,298,Ad-Supported,Mobile,Organic,9
4778,311,Premium,CTV,Telco-Bundle,10
4779,156,Premium,Web,Paid-Social,5
4780,117,Premium,CTV,Telco-Bundle,3
4781,178,Ad-Supported,Mobile,Referral,5
4782,321,Ad-Supported,CTV,Telco-Bundle,10
4783,25,Premium,Web,Telco-Bundle,0
4784,131,Premium,CTV,Paid-Social,4
4785,92,Ad-Supported,Web,Paid-Social,3
4786,322,Premium,Web,Telco-Bundle,10
4787,188,Ad-Supported,Web,Telco-Bundle,6
4788,35,Premium,Mobile,Organic,1
4789,105,Ad-Supported,Mobile,Paid-Social,3
4790,18,Ad-Supported,Web,Organic,0
4791,190,Premium,Web,Organic,6
4792,399,Ad-Supported,Mobile,Telco-Bundle,13
4793,227,Ad-Supported,Mobile,Organic,7
4794,347,Ad-Supported,Mobile,Telco-Bundle,11
4795,297,Ad-Supported,Web,Paid-Social,9
4796,353,Premium,Web,Telco-Bundle,11
4797,125,Premium,CTV,Referral,4
4798,380,Ad-Supported,Mobile,Telco-Bundle,12
4799,96,Premium,Mobile,Telco-Bundle,3
4800,175,Premium,Web,Organic,5
4801,272,Premium,Mobile,Paid-Social,9
4802,115,Ad-Supported,Mobile,Telco-Bundle,3
4803,106,Ad-Supported,Mobile,Telco-Bundle,3
4804,52,Ad-Supported,Web,Telco-Bundle,1
4805,2,Ad-Supported,Mobile,Telco-Bundle,0
4806,200,Premium,Mobile,Organic,6
4807,394,Ad-Supported,Mobile,Organic,13
4808,88,Ad-Supported,Tablet,Referral,2
4809,176,Premium,Mobile,Paid-Social,5
4810,374,Ad-Supported,Mobile,Telco-Bundle,12
4811,309,Ad-Supported,Mobile,Paid-Social,10
4812,2,Premium,Mobile,Referral,0
4813,200,Premium,Web,Telco-Bundle,6
4814,58,Ad-Supported,Web,Organic,1
4815,99,Premium,Mobile,Telco-Bundle,3
4816,99,Premium,Web,Organic,3
4817,245,Premium,Mobile,Paid-Social,8
4818,80,Ad-Supported,Web,Telco-Bundle,2
4819,101,Premium,Mobile,Organic,3
4820,91,Premium,Mobile,Organic,3
4821,143,Ad-Supported,Web,Telco-Bundle,4
4822,262,Premium,Web,Referral,8
4823,160,Premium,Web,Organic,5
4824,131,Ad-Supported,CTV,Telco-Bundle,4
4825,207,Premium,Web,Paid-Social,6
4826,246,Ad-Supported,CTV,Paid-Social,8
4827,7,Premium,Mobile,Telco-Bundle,0
4828,356,Premium,Mobile,Paid-Social,11
4829,366,Ad-Supported,CTV,Telco-Bundle,12
4830,241,Ad-Supported,CTV,Telco-Bundle,8
4831,230,Ad-Supported,Web,Referral,7
4832,278,Premium,Mobile,Telco-Bundle,9
4833,176,Ad-Supported,Mobile,Organic,5
4834,146,Premium,Mobile,Telco-Bundle,4
4835,141,Ad-Supported,Web,Telco-Bundle,4
4836,64,Ad-Supported,Mobile,Organic,2
4837,336,Premium,Web,Telco-Bundle,11
4838,128,Ad-Supported,Mobile,Telco-Bundle,4
4839,114,Ad-Supported,Mobile,Organic,3
4840,385,Ad-Supported,Web,Paid-Social,12
4841,203,Ad-Supported,Mobile,Paid-Social,6
4842,249,Ad-Supported,Web,Paid-Social,8
4843,98,Ad-Supported,Mobile,Telco-Bundle,3
4844,111,Ad-Supported,CTV,Organic,3
4845,291,Ad-Supported,CTV,Telco-Bundle,9
4846,180,Ad-Supported,Web,Telco-Bundle,6
4847,59,Ad-Supported,Mobile,Paid-Social,1
4848,334,Ad-Supported,Mobile,Paid-Social,11
4849,161,Premium,CTV,Organic,5
4850,267,Ad-Supported,Tablet,Organic,8
4851,137,Ad-Supported,Web,Paid-Social,4
4852,224,Ad-Supported,Web,Organic,7
4853,310,Premium,CTV,Telco-Bundle,10
4854,354,Premium,CTV,Telco-Bundle,11
4855,83,Premium,Web,Organic,2
4856,269,Premium,Web,Paid-Social,8
4857,365,Premium,Web,Telco-Bundle,12
4858,257,Premium,Web,Organic,8
4859,58,Ad-Supported,Web,Telco-Bundle,1
4860,76,Premium,Mobile,Organic,2
4861,81,Premium,Mobile,Referral,2
4862,43,Premium,Tablet,Paid-Social,1
4863,301,Ad-Supported,CTV,Paid-Social,10
4864,386,Premium,Mobile,Paid-Social,12
4865,207,Ad-Supported,CTV,Paid-Social,6
4866,239,Ad-Supported,CTV,Telco-Bundle,7
4867,309,Ad-Supported,Web,Organic,10
4868,166,Ad-Supported,Web,Organic,5
4869,189,Premium,Mobile,Organic,6
4870,236,Ad-Supported,Mobile,Telco-Bundle,7
4871,122,Ad-Supported,Mobile,Telco-Bundle,4
4872,25,Ad-Supported,Web,Organic,0
4873,227,Premium,Mobile,Telco-Bundle,7
4874,329,Premium,CTV,Telco-Bundle,10
4875,30,Premium,CTV,Organic,1
4876,87,Ad-Supported,CTV,Organic,2
4877,105,Premium,CTV,Paid-Social,3
4878,322,Premium,CTV,Organic,10
4879,202,Ad-Supported,CTV,Telco-Bundle,6
4880,214,Ad-Supported,Mobile,Paid-Social,7
4881,258,Ad-Supported,Mobile,Paid-Social,8
4882,111,Ad-Supported,CTV,Telco-Bundle,3
4883,285,Ad-Supported,Mobile,Organic,9
4884,13,Ad-Supported,Web,Telco-Bundle,0
4885,46,Ad-Supported,Mobile,Telco-Bundle,1
4886,326,Ad-Supported,Web,Organic,10
4887,263,Ad-Supported,Mobile,Paid-Social,8
4888,71,Premium,Web,Organic,2
4889,176,Ad-Supported,Mobile,Referral,5
4890,21,Ad-Supported,CTV,Paid-Social,0
4891,269,Premium,Mobile,Telco-Bundle,8
4892,302,Ad-Supported,CTV,Referral,10
4893,112,Ad-Supported,Mobile,Paid-Social,3
4894,140,Ad-Supported,Web,Telco-Bundle,4
4895,95,Ad-Supported,CTV,Paid-Social,3
4896,156,Ad-Supported,Tablet,Organic,5
4897,109,Ad-Supported,CTV,Referral,3
4898,99,Ad-Supported,CTV,Paid-Social,3
4899,172,Ad-Supported,Web,Telco-Bundle,5
4900,343,Premium,Mobile,Telco-Bundle,11
4901,305,Ad-Supported,CTV,Organic,10
4902,119,Ad-Supported,Mobile,Paid-Social,3
4903,377,Ad-Supported,CTV,Organic,12
4904,84,Premium,Mobile,Organic,2
4905,364,Premium,Mobile,Telco-Bundle,12
4906,124,Premium,CTV,Organic,4
4907,216,Ad-Supported,Mobile,Referral,7
4908,82,Ad-Supported,Mobile,Paid-Social,2
4909,305,Premium,Mobile,Paid-Social,10
4910,127,Ad-Supported,Web,Organic,4
4911,349,Premium,Mobile,Organic,11
4912,34,Ad-Supported,Mobile,Paid-Social,1
4913,201,Ad-Supported,Tablet,Organic,6
4914,64,Ad-Supported,Web,Telco-Bundle,2
4915,355,Ad-Supported,Mobile,Paid-Social,11
4916,167,Premium,CTV,Organic,5
4917,270,Ad-Supported,Mobile,Paid-Social,9
4918,351,Ad-Supported,Web,Organic,11
4919,214,Ad-Supported,Mobile,Organic,7
4920,23,Premium,Mobile,Telco-Bundle,0
4921,89,Ad-Supported,Mobile,Organic,2
4922,85,Premium,CTV,Organic,2
4923,365,Premium,Mobile,Paid-Social,12
4924,363,Ad-Supported,Web,Paid-Social,12
4925,191,Premium,Mobile,Referral,6
4926,356,Premium,CTV,Telco-Bundle,11
4927,99,Ad-Supported,Web,Telco-Bundle,3
4928,272,Ad-Supported,Mobile,Paid-Social,9
4929,157,Ad-Supported,Mobile,Paid-Social,5
4930,96,Premium,Mobile,Organic,3
4931,100,Ad-Supported,Web,Telco-Bundle,3
4932,168,Premium,Mobile,Paid-Social,5
4933,136,Ad-Supported,Web,Organic,4
4934,85,Ad-Supported,CTV,Telco-Bundle,2
4935,134,Ad-Supported,CTV,Telco-Bundle,4
4936,52,Premium,CTV,Paid-Social,1
4937,387,Ad-Supported,Mobile,Organic,12
4938,152,Premium,Mobile,Referral,5
4939,43,Ad-Supported,Web,Organic,1
4940,230,Ad-Supported,Mobile,Referral,7
4941,353,Ad-Supported,CTV,Paid-Social,11
4942,144,Premium,Tablet,Referral,4
4943,338,Ad-Supported,Mobile,Referral,11
4944,244,Premium,Mobile,Paid-Social,8
4945,295,Ad-Supported,Mobile,Telco-Bundle,9
4946,119,Premium,Mobile,Organic,3
4947,15,Ad-Supported,Tablet,Organic,0
4948,138,Ad-Supported,Tablet,Paid-Social,4
4949,369,Ad-Supported,Mobile,Telco-Bundle,12
4950,316,Ad-Supported,Tablet,Organic,10
4951,313,Ad-Supported,Mobile,Paid-Social,10
4952,351,Ad-Supported,Tablet,Referral,11
4953,149,Ad-Supported,Web,Telco-Bundle,4
4954,129,Premium,Mobile,Organic,4
4955,370,Ad-Supported,CTV,Paid-Social,12
4956,229,Premium,Web,Organic,7
4957,119,Ad-Supported,Mobile,Organic,3
4958,111,Ad-Supported,Mobile,Referral,3
4959,351,Ad-Supported,CTV,Referral,11
4960,22,Ad-Supported,Mobile,Organic,0
4961,25,Ad-Supported,Mobile,Organic,0
4962,295,Premium,Mobile,Paid-Social,9
4963,1,Premium,CTV,Paid-Social,0
4964,69,Ad-Supported,Mobile,Organic,2
4965,396,Ad-Supported,CTV,Organic,13
4966,170,Ad-Supported,Mobile,Paid-Social,5
4967,291,Ad-Supported,Mobile,Organic,9
4968,195,Ad-Supported,CTV,Telco-Bundle,6
4969,37,Ad-Supported,Mobile,Telco-Bundle,1
4970,74,Ad-Supported,CTV,Paid-Social,2
4971,304,Ad-Supported,Mobile,Paid-Social,10
4972,38,Premium,CTV,Telco-Bundle,1
4973,238,Ad-Supported,Mobile,Organic,7
4974,139,Ad-Supported,Web,Telco-Bundle,4
4975,148,Premium,Mobile,Organic,4
4976,380,Premium,Web,Referral,12
4977,242,Ad-Supported,Mobile,Organic,8
4978,246,Ad-Supported,Mobile,Telco-Bundle,8
4979,140,Premium,CTV,Organic,4
4980,153,Ad-Supported,Mobile,Telco-Bundle,5
4981,274,Ad-Supported,Mobile,Paid-Social,9
4982,16,Ad-Supported,Web,Organic,0
4983,95,Ad-Supported,Web,Telco-Bundle,3
4984,240,Premium,CTV,Organic,8
4985,249,Premium,Tablet,Paid-Social,8
4986,37,Premium,Mobile,Organic,1
4987,315,Premium,Mobile,Telco-Bundle,10
4988,217,Ad-Supported,Web,Telco-Bundle,7
4989,95,Premium,Mobile,Paid-Social,3
4990,301,Premium,Mobile,Telco-Bundle,10
4991,396,Ad-Supported,Mobile,Referral,13
4992,170,Ad-Supported,Mobile,Telco-Bundle,5
4993,114,Ad-Supported,Mobile,Organic,3
4994,120,Ad-Supported,Mobile,Paid-Social,4
4995,237,Ad-Supported,CTV,Organic,7
4996,19,Ad-Supported,Web,Paid-Social,0
4997,193,Ad-Supported,Tablet,Organic,6
4998,10,Ad-Supported,Mobile,Telco-Bundle,0
4999,16,Ad-Supported,Mobile,Telco-Bundle,0
5000,172,Ad-Supported,CTV,Telco-Bundle,5
5001,298,Ad-Supported,Mobile,Organic,9
5002,353,Premium,Mobile,Organic,11
5003,35,Ad-Supported,CTV,Telco-Bundle,1
5004,98,Ad-Supported,Web,Paid-Social,3
5005,169,Ad-Supported,Mobile,Referral,5
5006,230,Premium,CTV,Paid-Social,7
5007,394,Premium,CTV,Organic,13
5008,274,Ad-Supported,Web,Telco-Bundle,9
5009,215,Ad-Supported,Mobile,Telco-Bundle,7
5010,25,Premium,Web,Organic,0
5011,33,Premium,Web,Telco-Bundle,1
5012,62,Ad-Supported,Mobile,Organic,2
5013,264,Ad-Supported,CTV,Organic,8
5014,133,Ad-Supported,CTV,Organic,4
5015,97,Ad-Supported,Mobile,Telco-Bundle,3
5016,268,Premium,Mobile,Telco-Bundle,8
5017,326,Premium,Mobile,Organic,10
5018,176,Premium,Web,Telco-Bundle,5
5019,352,Premium,Mobile,Telco-Bundle,11
5020,293,Ad-Supported,CTV,Paid-Social,9
5021,286,Premium,Mobile,Organic,9
5022,347,Ad-Supported,CTV,Organic,11
5023,74,Ad-Supported,CTV,Organic,2
5024,303,Premium,CTV,Referral,10
5025,383,Ad-Supported,CTV,Telco-Bundle,12
5026,396,Premium,Mobile,Organic,13
5027,231,Premium,Mobile,Paid-Social,7
5028,301,Premium,CTV,Organic,10
5029,355,Premium,Mobile,Organic,11
5030,341,Ad-Supported,Web,Organic,11
5031,359,Ad-Supported,CTV,Organic,11
5032,333,Premium,Web,Organic,11
5033,153,Ad-Supported,Mobile,Organic,5
5034,292,Premium,CTV,Paid-Social,9
5035,164,Ad-Supported,Mobile,Paid-Social,5
5036,320,Ad-Supported,Web,Paid-Social,10
5037,324,Ad-Supported,CTV,Paid-Social,10
5038,373,Premium,CTV,Paid-Social,12
5039,235,Premium,CTV,Paid-Social,7
5040,190,Premium,Mobile,Referral,6
5041,67,Ad-Supported,CTV,Organic,2
5042,255,Ad-Supported,Web,Paid-Social,8
5043,226,Ad-Supported,Mobile,Organic,7
5044,206,Ad-Supported,Tablet,Paid-Social,6
5045,270,Ad-Supported,Web,Paid-Social,9
5046,340,Ad-Supported,Tablet,Telco-Bundle,11
5047,60,Ad-Supported,Web,Referral,2
5048,173,Ad-Supported,Mobile,Paid-Social,5
5049,289,Premium,CTV,Organic,9
5050,328,Premium,Mobile,Telco-Bundle,10
5051,311,Ad-Supported,Web,Organic,10
5052,319,Ad-Supported,Mobile,Paid-Social,10
5053,342,Premium,Web,Telco-Bundle,11
5054,384,Premium,Mobile,Paid-Social,12
5055,243,Premium,Mobile,Paid-Social,8
5056,100,Ad-Supported,Mobile,Organic,3
5057,225,Ad-Supported,CTV,Organic,7
5058,284,Premium,Mobile,Referral,9
5059,41,Ad-Supported,Mobile,Organic,1
5060,303,Ad-Supported,Mobile,Organic,10
5061,218,Premium,Mobile,Paid-Social,7
5062,374,Ad-Supported,Tablet,Paid-Social,12
5063,85,Premium,Mobile,Organic,2
5064,362,Premium,Mobile,Organic,12
5065,179,Ad-Supported,Mobile,Paid-Social,5
5066,229,Premium,Mobile,Paid-Social,7
5067,264,Ad-Supported,Mobile,Telco-Bundle,8
5068,232,Premium,Mobile,Organic,7
5069,361,Premium,Mobile,Referral,12
5070,67,Premium,Mobile,Organic,2
5071,292,Ad-Supported,Mobile,Organic,9
5072,390,Premium,Web,Referral,13
5073,88,Premium,Mobile,Telco-Bundle,2
5074,102,Premium,CTV,Organic,3
5075,190,Ad-Supported,CTV,Paid-Social,6
5076,290,Ad-Supported,Web,Telco-Bundle,9
5077,383,Premium,Mobile,Organic,12
5078,318,Ad-Supported,Web,Organic,10
5079,317,Ad-Supported,Web,Paid-Social,10
5080,177,Premium,Tablet,Telco-Bundle,5
5081,258,Premium,Web,Paid-Social,8
5082,85,Premium,Mobile,Paid-Social,2
5083,185,Ad-Supported,Tablet,Referral,6
5084,76,Ad-Supported,Web,Organic,2
5085,11,Ad-Supported,Mobile,Telco-Bundle,0
5086,342,Ad-Supported,Mobile,Organic,11
5087,322,Premium,Tablet,Telco-Bundle,10
5088,204,Ad-Supported,Mobile,Paid-Social,6
5089,6,Ad-Supported,Web,Organic,0
5090,36,Ad-Supported,Mobile,Paid-Social,1
5091,45,Ad-Supported,CTV,Telco-Bundle,1
5092,287,Premium,Mobile,Paid-Social,9
5093,82,Premium,CTV,Organic,2
5094,100,Ad-Supported,CTV,Organic,3
5095,344,Ad-Supported,Web,Telco-Bundle,11
5096,350,Ad-Supported,Mobile,Telco-Bundle,11
5097,305,Ad-Supported,Mobile,Paid-Social,10
5098,124,Premium,Mobile,Organic,4
5099,232,Premium,Mobile,Telco-Bundle,7
5100,80,Ad-Supported,Tablet,Organic,2
5101,343,Premium,Mobile,Organic,11
5102,34,Ad-Supported,Mobile,Paid-Social,1
5103,298,Ad-Supported,Web,Paid-Social,9
5104,205,Ad-Supported,Mobile,Referral,6
5105,303,Ad-Supported,Mobile,Paid-Social,10
5106,180,Ad-Supported,CTV,Organic,6
5107,64,Premium,Mobile,Telco-Bundle,2
5108,300,Premium,Web,Organic,10
5109,252,Ad-Supported,CTV,Referral,8
5110,186,Premium,Mobile,Organic,6
5111,149,Ad-Supported,CTV,Referral,4
5112,138,Ad-Supported,Web,Telco-Bundle,4
5113,192,Ad-Supported,Mobile,Telco-Bundle,6
5114,105,Ad-Supported,CTV,Organic,3
5115,113,Ad-Supported,Mobile,Telco-Bundle,3
5116,111,Premium,CTV,Telco-Bundle,3
5117,6,Premium,CTV,Organic,0
5118,371,Ad-Supported,Mobile,Paid-Social,12
5119,95,Premium,Mobile,Telco-Bundle,3
5120,66,Ad-Supported,Mobile,Referral,2
5121,61,Premium,CTV,Telco-Bundle,2
5122,395,Ad-Supported,CTV,Paid-Social,13
5123,191,Ad-Supported,Mobile,Telco-Bundle,6
5124,131,Premium,Mobile,Organic,4
5125,162,Ad-Supported,Web,Paid-Social,5
5126,36,Ad-Supported,Mobile,Telco-Bundle,1
5127,126,Ad-Supported,Mobile,Telco-Bundle,4
5128,100,Ad-Supported,Mobile,Telco-Bundle,3
5129,321,Ad-Supported,CTV,Paid-Social,10
5130,24,Ad-Supported,Mobile,Paid-Social,0
5131,170,Premium,Web,Telco-Bundle,5
5132,316,Ad-Supported,CTV,Organic,10
5133,333,Ad-Supported,Mobile,Referral,11
5134,205,Ad-Supported,CTV,Referral,6
5135,89,Premium,Mobile,Telco-Bundle,2
5136,135,Premium,Mobile,Telco-Bundle,4
5137,89,Ad-Supported,CTV,Paid-Social,2
5138,265,Ad-Supported,Mobile,Paid-Social,8
5139,117,Ad-Supported,Web,Telco-Bundle,3
5140,252,Ad-Supported,CTV,Organic,8
5141,262,Ad-Supported,Mobile,Telco-Bundle,8
5142,376,Ad-Supported,Tablet,Organic,12
5143,148,Premium,CTV,Telco-Bundle,4
5144,384,Ad-Supported,Mobile,Paid-Social,12
5145,160,Premium,CTV,Telco-Bundle,5
5146,272,Ad-Supported,Tablet,Paid-Social,9
5147,264,Ad-Supported,Mobile,Telco-Bundle,8
5148,327,Premium,Mobile,Referral,10
5149,188,Premium,Mobile,Paid-Social,6
5150,317,Ad-Supported,Mobile,Organic,10
5151,142,Premium,Mobile,Organic,4
5152,197,Ad-Supported,CTV,Paid-Social,6
5153,200,Ad-Supported,Web,Telco-Bundle,6
5154,282,Premium,CTV,Telco-Bundle,9
5155,247,Premium,Mobile,Organic,8
5156,32,Ad-Supported,Mobile,Organic,1
5157,323,Premium,Mobile,Telco-Bundle,10
5158,303,Premium,Mobile,Telco-Bundle,10
5159,42,Ad-Supported,CTV,Organic,1
5160,384,Ad-Supported,Mobile,Organic,12
5161,264,Ad-Supported,Web,Organic,8
5162,34,Ad-Supported,Mobile,Telco-Bundle,1
5163,197,Premium,CTV,Telco-Bundle,6
5164,334,Ad-Supported,Web,Telco-Bundle,11
5165,112,Premium,CTV,Telco-Bundle,3
5166,373,Ad-Supported,Web,Telco-Bundle,12
5167,167,Premium,Web,Organic,5
5168,91,Premium,CTV,Organic,3
5169,143,Premium,Mobile,Paid-Social,4
5170,210,Premium,Mobile,Referral,7
5171,275,Premium,Web,Paid-Social,9
5172,371,Ad-Supported,Mobile,Paid-Social,12
5173,78,Premium,Tablet,Telco-Bundle,2
5174,384,Premium,Mobile,Organic,12
5175,211,Ad-Supported,CTV,Paid-Social,7
5176,52,Ad-Supported,Mobile,Telco-Bundle,1
5177,370,Premium,Tablet,Referral,12
5178,140,Ad-Supported,Mobile,Organic,4
5179,248,Ad-Supported,Mobile,Paid-Social,8
5180,279,Ad-Supported,Web,Referral,9
5181,6,Ad-Supported,Mobile,Telco-Bundle,0
5182,89,Ad-Supported,Mobile,Telco-Bundle,2
5183,274,Ad-Supported,Web,Organic,9
5184,130,Premium,Web,Organic,4
5185,4,Ad-Supported,Mobile,Paid-Social,0
5186,10,Ad-Supported,CTV,Organic,0
5187,330,Premium,Mobile,Telco-Bundle,11
5188,62,Premium,Mobile,Telco-Bundle,2
5189,41,Ad-Supported,CTV,Telco-Bundle,1
5190,225,Ad-Supported,Mobile,Organic,7
5191,48,Premium,Mobile,Organic,1
5192,261,Premium,Mobile,Telco-Bundle,8
5193,218,Ad-Supported,Web,Organic,7
5194,259,Ad-Supported,CTV,Organic,8
5195,197,Premium,Mobile,Paid-Social,6
5196,311,Premium,Web,Organic,10
5197,258,Ad-Supported,Web,Organic,8
5198,166,Premium,Mobile,Organic,5
5199,7,Premium,Tablet,Telco-Bundle,0
5200,110,Premium,Mobile,Organic,3
5201,53,Premium,Mobile,Paid-Social,1
5202,7,Premium,Mobile,Paid-Social,0
5203,109,Ad-Supported,Mobile,Paid-Social,3
5204,83,Ad-Supported,CTV,Paid-Social,2
5205,31,Premium,CTV,Organic,1
5206,125,Ad-Supported,Web,Organic,4
5207,203,Ad-Supported,Mobile,Paid-Social,6
5208,72,Ad-Supported,Mobile,Referral,2
5209,109,Premium,Mobile,Paid-Social,3
5210,9,Premium,Mobile,Paid-Social,0
5211,21,Ad-Supported,Tablet,Referral,0
5212,63,Ad-Supported,CTV,Telco-Bundle,2
5213,181,Ad-Supported,Web,Telco-Bundle,6
5214,266,Premium,CTV,Paid-Social,8
5215,315,Premium,Mobile,Telco-Bundle,10
5216,252,Ad-Supported,Mobile,Paid-Social,8
5217,247,Ad-Supported,Mobile,Telco-Bundle,8
5218,374,Premium,Web,Telco-Bundle,12
5219,103,Ad-Supported,Mobile,Paid-Social,3
5220,319,Premium,Mobile,Referral,10
5221,374,Ad-Supported,CTV,Referral,12
5222,227,Ad-Supported,Mobile,Paid-Social,7
5223,336,Ad-Supported,CTV,Organic,11
5224,55,Ad-Supported,Mobile,Telco-Bundle,1
5225,351,Ad-Supported,CTV,Organic,11
5226,226,Premium,Mobile,Paid-Social,7
5227,89,Ad-Supported,Web,Organic,2
5228,25,Ad-Supported,CTV,Telco-Bundle,0
5229,288,Premium,Mobile,Referral,9
5230,172,Premium,Web,Organic,5
5231,124,Ad-Supported,Web,Telco-Bundle,4
5232,156,Ad-Supported,CTV,Telco-Bundle,5
5233,396,Ad-Supported,Web,Organic,13
5234,171,Ad-Supported,Web,Organic,5
5235,32,Premium,Mobile,Paid-Social,1
5236,112,Ad-Supported,Mobile,Telco-Bundle,3
5237,59,Ad-Supported,Mobile,Paid-Social,1
5238,274,Premium,CTV,Organic,9
5239,320,Ad-Supported,Tablet,Organic,10
5240,336,Ad-Supported,CTV,Paid-Social,11
5241,253,Ad-Supported,Mobile,Organic,8
5242,307,Premium,Tablet,Telco-Bundle,10
5243,167,Premium,CTV,Organic,5
5244,251,Ad-Supported,Mobile,Telco-Bundle,8
5245,43,Premium,Web,Telco-Bundle,1
5246,215,Ad-Supported,Mobile,Telco-Bundle,7
5247,223,Ad-Supported,CTV,Organic,7
5248,13,Ad-Supported,Mobile,Telco-Bundle,0
5249,219,Ad-Supported,Web,Telco-Bundle,7
5250,289,Ad-Supported,Mobile,Paid-Social,9
5251,147,Premium,Mobile,Organic,4
5252,218,Ad-Supported,CTV,Organic,7
5253,115,Premium,Web,Telco-Bundle,3
5254,109,Premium,Mobile,Paid-Social,3
5255,52,Ad-Supported,Mobile,Referral,1
5256,131,Ad-Supported,Tablet,Telco-Bundle,4
5257,321,Ad-Supported,Web,Telco-Bundle,10
5258,374,Ad-Supported,Mobile,Referral,12
5259,254,Ad-Supported,Mobile,Telco-Bundle,8
5260,250,Premium,Mobile,Organic,8
5261,245,Premium,CTV,Organic,8
5262,190,Ad-Supported,CTV,Telco-Bundle,6
5263,169,Ad-Supported,Web,Paid-Social,5
5264,248,Ad-Supported,Mobile,Referral,8
5265,313,Premium,Web,Organic,10
